STATE,EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
LOUISIANA,5432507,2004,November,F2,31.93,-92.2,32.03,-92,0,0,0,0,800K,
LOUISIANA,5432590,2004,November,F3,31.88,-92.25,31.92,-92.22,20,0,1,0,5M,
NEVADA,5432580,2004,June,F0,40.78,-115.48,40.78,-115.48,0,0,0,0,0,0
NEVADA,5432581,2004,June,F0,40.82,-117.52,40.82,-117.52,0,0,0,0,0,0
NEVADA,5432582,2004,June,F0,41.32,-118.17,41.32,-118.17,0,0,0,0,0,0
NEVADA,5432583,2004,June,F0,41.1,-117.72,41.1,-117.72,0,0,0,0,0,0
TEXAS,5382544,2004,January,F0,31.98,-99.63,31.98,-99.63,0,0,0,0,10K,
FLORIDA,5382774,2004,February,F0,28.05,-81.41,28.05,-814.13,0,0,0,0,10K,
LOUISIANA,5382678,2004,January,F2,30.15,-92.1,30.15,-92.08,3,0,0,0,1M,
MISSISSIPPI,5383443,2004,February,F2,31.98,-90.1,32.1,-89.98,0,0,0,0,250K,
MISSISSIPPI,5383444,2004,February,F1,32.07,-89.98,32.07,-89.97,0,0,0,0,10K,
TEXAS,5383290,2004,February,F0,30.6,-96.33,30.6,-96.33,0,0,0,0,25K,
FLORIDA,5383812,2004,April,F1,26.17,-81.67,26.17,-81.67,0,0,0,0,100K,
NEW MEXICO,5387177,2004,April,F0,33.13,-104.82,33.13,-104.82,0,0,0,0,,
ALABAMA,5387119,2004,March,F0,34.75,-86.85,34.78,-86.8,0,0,0,0,,
CALIFORNIA,5387132,2004,February,F0,35.1,-120.63,35.1,-120.63,0,0,0,0,,
NEW MEXICO,5387179,2004,April,F0,33.18,-104.77,33.18,-104.77,0,0,0,0,,
NEW MEXICO,5387181,2004,April,F0,33.23,-104.68,33.23,-104.68,0,0,0,0,,
TEXAS,5387568,2004,March,F0,31.53,-101.43,31.55,-101.42,0,0,0,0,20K,0
MISSISSIPPI,5383833,2004,February,F1,32.23,-89.13,32.28,-89.02,0,0,0,0,30K,
MISSISSIPPI,5383822,2004,February,F1,32.52,-88.87,32.53,-88.85,0,0,0,0,80K,
GEORGIA,5384424,2004,February,F0,32.08,-82.12,32.08,-82.12,0,0,0,0,10K,
TEXAS,5387523,2004,March,F1,32.13,-95.42,32.13,-95.42,0,0,0,0,30K,
FLORIDA,5387647,2004,March,F0,27.07,-80.15,27.07,-80.15,0,0,0,0,10K,0
FLORIDA,5387646,2004,March,F0,27,-80.2,27,-80.2,0,0,0,0,20K,0
NEBRASKA,5389915,2004,April,F0,42.27,-98.48,42.27,-98.48,0,0,0,0,,
ILLINOIS,5390601,2004,April,F1,41.43,-88.8,41.43,-88.8,0,0,0,0,,
ILLINOIS,5390602,2004,April,F0,41.52,-88.68,41.53,-88.65,0,0,0,0,,
ILLINOIS,5390604,2004,April,F0,40.87,-88.12,40.88,-88.1,0,0,0,0,,
IOWA,5390994,2004,April,F0,43.15,-93.13,43.15,-93.13,0,0,0,0,,
NEBRASKA,5389914,2004,April,F0,42.37,-98.75,42.37,-98.75,0,0,0,0,,
OKLAHOMA,5390252,2004,April,F0,36.37,-99.93,36.37,-99.93,0,0,0,0,,
ILLINOIS,5390780,2004,April,F0,41.4,-88.33,41.42,-88.3,0,0,0,0,76K,
ILLINOIS,5390781,2004,April,F1,41.53,-88.12,41.55,-88.1,0,0,0,0,5M,
NEBRASKA,5391253,2004,April,F0,42.25,-97.6,42.25,-97.6,0,0,0,0,,
ILLINOIS,5390682,2004,April,F0,40.88,-88.12,40.93,-88.12,0,0,0,0,,
TEXAS,5388103,2004,March,F0,30.6,-96.33,30.6,-96.33,0,0,0,0,3K,
TEXAS,5390319,2004,April,F0,36.1,-100.8,36.1,-100.8,0,0,0,0,,
FLORIDA,5390350,2004,April,F0,30.77,-85.85,30.77,-85.85,0,0,0,0,100K,
ILLINOIS,5390603,2004,April,F0,40.83,-88.18,40.83,-88.18,0,0,0,0,,
ILLINOIS,5390683,2004,April,F1,41.05,-87.95,41.1,-87.85,0,0,0,0,,
OKLAHOMA,5390253,2004,April,F0,36.37,-99.93,36.37,-99.88,0,0,0,0,,
OKLAHOMA,5390423,2004,April,F0,35.18,-96.63,35.18,-96.63,0,0,0,0,,
ILLINOIS,5390684,2004,April,F0,41.22,-87.67,41.25,-87.62,0,0,0,0,,
ARKANSAS,5389492,2004,March,F0,35.68,-94.18,35.68,-94.18,0,0,0,0,,
ILLINOIS,5390685,2004,April,F0,41.32,-87.6,41.33,-87.58,0,0,0,0,,
ILLINOIS,5390686,2004,April,F2,41.08,-87.62,41.1,-87.62,0,0,0,0,,
KANSAS,5389618,2004,March,F0,38.48,-98.75,38.48,-98.75,0,0,0,0,,
ILLINOIS,5390600,2004,April,F2,41.35,-89,41.4,-88.85,0,0,0,0,,
OKLAHOMA,5390624,2004,April,F0,34.22,-98.7,34.22,-98.7,0,0,0,0,,
TEXAS,5388753,2004,March,F1,31.6,-100.63,31.6,-100.63,0,0,0,0,200K,
TEXAS,5388754,2004,March,F0,32.1,-99.9,32.1,-99.9,0,0,0,0,10K,
TEXAS,5388755,2004,March,F2,32.12,-99.92,32.23,-99.78,2,0,0,0,800K,
MISSOURI,5388631,2004,April,F2,37.28,-89.85,37.33,-89.78,0,0,0,0,10K,
KANSAS,5388605,2004,March,F3,37.97,-99.48,38.07,-99.42,0,0,0,0,480K,50K
KANSAS,5388606,2004,March,F0,38.1,-99.4,38.12,-99.35,0,0,0,0,,
KANSAS,5388604,2004,March,F0,37.95,-99.53,37.98,-99.5,0,0,0,0,,
TEXAS,5389078,2004,March,F0,32.65,-99.17,32.65,-99.17,0,0,0,0,50K,
TEXAS,5389079,2004,March,F0,32.07,-98.98,32.07,-98.98,0,0,0,0,50K,
TEXAS,5389076,2004,March,F0,32.43,-99.45,32.52,-99.37,0,0,0,0,100K,
TEXAS,5389077,2004,March,F0,32.48,-99.37,32.55,-99.37,0,0,0,0,100K,
KANSAS,5388702,2004,March,F0,37.05,-98.68,37.05,-98.68,0,0,0,0,,
ARIZONA,5391153,2004,April,F0,32.07,-111.97,32.07,-111.97,0,0,0,0,,
ALABAMA,5387700,2004,March,F0,34.77,-86.88,34.77,-86.87,0,0,0,0,,
INDIANA,5392984,2004,April,F0,40.32,-85.83,40.33,-85.83,0,0,0,0,175K,
IOWA,5394418,2004,May,F1,41.62,-94.1,41.57,-94.02,0,0,0,0,2K,5K
KANSAS,5391563,2004,May,F2,37.25,-98.02,37.25,-98,0,0,0,0,100K,
KANSAS,5391564,2004,May,F0,37.25,-97.95,37.25,-97.92,0,0,0,0,,
KANSAS,5391565,2004,May,F4,37.25,-97.98,37.25,-97.97,1,0,0,0,275K,75K
TEXAS,5394277,2004,April,F0,28.55,-96.97,28.55,-96.97,0,0,0,0,,
TEXAS,5394345,2004,May,F0,32.45,-100.72,32.45,-100.7,0,0,0,0,0,0
TEXAS,5394346,2004,May,F0,32.48,-100.9,32.48,-100.9,0,0,0,0,0,0
MISSISSIPPI,5395758,2004,May,F1,34.95,-88.93,34.95,-88.93,0,0,0,0,100K,
NEBRASKA,5395111,2004,May,F0,41.43,-97.08,41.43,-97.08,0,0,0,0,,
IOWA,5394630,2004,May,F0,41.5,-94.65,41.5,-94.65,0,0,0,0,,
IOWA,5394561,2004,April,F1,41.95,-90.68,41.97,-90.67,0,0,0,0,30K,
WISCONSIN,5393732,2004,April,F0,45.65,-92.75,45.65,-92.72,0,0,0,0,,
WASHINGTON,5394205,2004,May,F1,46.83,-122.93,46.83,-122.93,0,0,0,0,50K,
ILLINOIS,5394563,2004,April,F0,41.15,-89.52,41.17,-89.48,0,0,0,0,10K,
ILLINOIS,5394564,2004,April,F2,41.25,-89.28,41.3,-89.18,5,0,0,0,8M,
ALASKA,5395391,2004,June,F0,61.02,-161.73,61.02,-161.73,0,0,0,0,0K,0K
FLORIDA,5393928,2004,April,F0,26.97,-82.33,26.97,-82.33,0,0,0,0,30K,
WISCONSIN,5393733,2004,April,F0,45.68,-92.6,45.68,-92.53,0,0,0,0,,
IOWA,5393968,2004,May,F1,41.3,-95.03,41.25,-95.02,0,0,0,0,100K,2K
NEBRASKA,5394909,2004,May,F0,41.4,-99.87,41.4,-99.87,0,0,0,0,,
NEBRASKA,5394910,2004,May,F0,41.15,-99.93,41.15,-99.93,0,0,0,0,,
NEBRASKA,5394911,2004,May,F0,41.4,-99.78,41.4,-99.78,0,0,0,0,,
IOWA,5394914,2004,May,F0,42.8,-93.82,42.8,-93.82,0,0,0,0,,
MISSOURI,5397342,2004,May,F0,37.07,-91.45,37.07,-91.45,0,0,0,0,,
MISSOURI,5397343,2004,May,F1,37.65,-92.63,37.67,-92.63,0,0,0,0,10K,
ARKANSAS,5392008,2004,April,F1,34.25,-93.47,34.22,-93.33,0,0,0,0,,
ALASKA,5395392,2004,June,F0,60.8,-163.53,60.8,-163.53,0,0,0,0,0K,0K
IOWA,5395403,2004,May,F0,40.85,-95.73,40.85,-95.68,0,0,0,0,,
INDIANA,5397538,2004,May,F0,40.87,-87.38,40.87,-87.28,0,0,0,0,,
MISSISSIPPI,5396818,2004,May,F1,31.6,-89.82,31.65,-89.73,0,0,0,0,15K,
TEXAS,5394280,2004,April,F0,27.52,-97.37,27.52,-97.37,0,0,0,0,,
TEXAS,5394278,2004,April,F0,28.55,-96.87,28.55,-96.87,0,0,0,0,,
TEXAS,5394279,2004,April,F0,28.47,-96.75,28.47,-96.75,0,0,0,0,10K,
TENNESSEE,5395355,2004,May,F1,36.58,-82.7,36.58,-82.67,0,0,0,0,30K,
IOWA,5394533,2004,May,F0,41.8,-92.92,41.8,-92.92,0,0,0,0,,
IOWA,5394534,2004,May,F0,41.7,-94,41.7,-94,0,0,0,0,,
IOWA,5394535,2004,May,F0,41.82,-92.98,41.82,-92.98,0,0,0,0,,
IOWA,5394537,2004,May,F0,41.83,-93.15,41.87,-93.15,0,0,0,0,5K,2K
GEORGIA,5397153,2004,June,F0,31.23,-82.27,31.23,-82.27,0,0,0,0,,
NORTH CAROLINA,5394090,2004,May,F1,35.48,-78.87,35.48,-78.87,0,0,0,0,,
IOWA,5394216,2004,May,F0,42.37,-92.97,42.37,-92.97,0,0,0,0,,
TENNESSEE,5395035,2004,May,F1,35.27,-85.75,35.28,-85.73,0,0,0,0,30K,
MARYLAND,5396436,2004,May,F0,39.6,-77.31,39.65,-773.07,0,0,0,0,,
TEXAS,5392107,2004,April,F0,29.32,-100.5,29.33,-100.48,0,0,0,0,0,0
ILLINOIS,5396828,2004,May,F1,39.55,-90.95,39.53,-90.88,0,0,0,0,,
ILLINOIS,5396831,2004,May,F1,39.6,-90.77,39.63,-90.72,0,0,0,0,,
MISSOURI,5397088,2004,May,F2,37.97,-93.95,37.97,-93.7,1,0,0,0,500K,
KANSAS,5397089,2004,May,F0,37.55,-94.85,37.55,-94.85,0,0,0,0,,
TEXAS,5394015,2004,April,F0,28.03,-99.4,28.03,-99.4,0,0,0,0,,
IOWA,5394220,2004,May,F0,42.45,-92.35,42.45,-92.35,0,0,0,0,,
IOWA,5394221,2004,May,F0,42.42,-92.83,42.42,-92.83,0,0,0,0,,
NEBRASKA,5394907,2004,May,F0,41.07,-100.5,41.07,-100.5,0,0,0,0,,1K
IOWA,5394602,2004,May,F1,41.93,-93.1,41.98,-92.78,0,0,0,0,10K,5K
IOWA,5394604,2004,May,F0,41.82,-93.65,41.82,-93.62,0,0,0,0,,
NEBRASKA,5394930,2004,May,F0,41.55,-100.87,41.55,-100.87,0,0,0,0,,
IOWA,5394827,2004,May,F0,41.42,-94.13,41.42,-94.13,0,0,0,0,,2K
IOWA,5394840,2004,May,F0,41.35,-93.8,41.35,-93.8,0,0,0,0,,1K
MISSISSIPPI,5397162,2004,May,F1,31.55,-89.92,31.58,-89.83,0,0,0,0,15K,
INDIANA,5397558,2004,May,F1,38.3,-85.97,38.28,-85.92,0,0,0,0,500K,
IOWA,5394210,2004,May,F0,42.4,-92.73,42.4,-92.73,0,0,0,0,,
IOWA,5394334,2004,May,F1,42.82,-94.6,42.8,-94.52,0,0,0,0,25K,2K
TEXAS,5394343,2004,May,F0,32.67,-100.97,32.67,-100.93,0,0,0,0,0,0
WASHINGTON,5395841,2004,May,F0,47.63,-117.67,47.63,-117.67,0,0,0,0,,
IOWA,5394208,2004,May,F1,42.42,-92.77,42.4,-92.72,0,0,0,0,2K,3K
NEBRASKA,5394906,2004,May,F0,41.3,-100.05,41.3,-100.05,0,0,0,0,,1K
TEXAS,5392633,2004,April,F0,33.13,-99.75,33.13,-99.75,0,0,0,0,,
TEXAS,5392756,2004,April,F0,31.15,-103.63,31.15,-103.63,0,0,0,0,0,0
ILLINOIS,5392889,2004,April,F1,41.08,-89.65,41.17,-89.53,0,0,0,0,250K,
ILLINOIS,5392890,2004,April,F0,41.07,-90.13,41.1,-90.1,0,0,0,0,,
TEXAS,5396901,2004,May,F0,32.47,-100,32.47,-100,0,0,0,0,5K,
MISSISSIPPI,5396902,2004,May,F1,31.67,-89.67,31.67,-89.67,0,0,0,0,25K,
MISSISSIPPI,5396903,2004,May,F1,31.35,-90.18,31.42,-90.08,0,0,0,0,20K,
MINNESOTA,5392269,2004,April,F0,44.22,-95.37,44.23,-95.35,0,0,0,0,,
MINNESOTA,5392270,2004,April,F1,44.28,-95.2,44.37,-95.07,0,0,0,0,,
MISSOURI,5397527,2004,May,F0,38.25,-90.6,38.25,-90.6,0,0,0,0,,
KENTUCKY,5397421,2004,May,F2,38.37,-85.23,38.4,-85.1,2,0,0,0,2.5M,
KENTUCKY,5397422,2004,May,F3,38.07,-84.53,38.07,-84.5,6,0,0,0,7.5M,
MISSOURI,5397521,2004,May,F0,38.58,-90.83,38.58,-90.83,0,0,0,0,,
MISSOURI,5397522,2004,May,F0,38.55,-90.82,38.55,-90.82,0,0,0,0,,
KANSAS,5397745,2004,May,F0,39.78,-97.63,39.78,-97.63,0,0,0,0,,
KANSAS,5397747,2004,May,F0,39.7,-97.47,39.7,-97.47,0,0,0,0,,
IOWA,5393434,2004,May,F0,40.67,-94.23,40.67,-94.23,0,0,0,0,,
KANSAS,5391623,2004,May,F1,37.25,-97.78,37.3,-97.8,0,0,0,0,100K,
KANSAS,5391624,2004,May,F1,37.23,-98.12,37.25,-98.05,0,0,0,0,,
KANSAS,5391625,2004,May,F1,37.3,-97.9,37.32,-97.85,0,0,0,0,100K,
OKLAHOMA,5395073,2004,May,F0,34.48,-99.02,34.48,-99.02,0,0,0,0,1K,
OKLAHOMA,5395075,2004,May,F0,34.47,-98.92,34.47,-98.92,0,0,0,0,,
OKLAHOMA,5395076,2004,May,F1,35.22,-98.6,35.22,-98.6,0,0,0,0,40K,
OKLAHOMA,5395077,2004,May,F1,35.3,-98.5,35.3,-98.5,0,0,0,0,50K,
INDIANA,5392896,2004,April,F1,39.93,-86.65,39.93,-86.65,0,0,0,0,150K,
ARKANSAS,5391925,2004,April,F0,34.58,-94.45,34.58,-94.45,0,0,0,0,,
ARKANSAS,5391926,2004,April,F0,34.37,-93.92,34.37,-93.92,0,0,0,0,,
ARKANSAS,5391927,2004,April,F0,34.3,-93.88,34.32,-93.87,0,0,0,0,,
ARKANSAS,5392007,2004,April,F1,34.25,-93.52,34.25,-93.47,0,0,0,0,,
NORTH DAKOTA,5393884,2004,May,F1,48.5,-100.05,48.5,-100.03,0,0,0,0,,
NORTH DAKOTA,5393877,2004,May,F0,46,-99.43,46,-99.43,0,0,0,0,0K,0K
NORTH DAKOTA,5393878,2004,May,F1,46,-99.43,45.98,-99.37,0,0,0,0,0K,0K
MISSOURI,5391204,2004,April,F0,40.48,-95.62,40.48,-95.62,0,0,0,0,,
TENNESSEE,5392453,2004,April,F0,35.17,-89.67,35.17,-89.67,0,0,0,0,25K,
OKLAHOMA,5392243,2004,April,F0,35.77,-95.73,35.77,-95.73,0,0,0,0,,
INDIANA,5392982,2004,April,F0,40.4,-86.23,40.4,-86.23,0,0,0,0,500K,
INDIANA,5392983,2004,April,F1,40.48,-86.13,40.48,-86.13,1,0,0,0,3M,
ILLINOIS,5392802,2004,April,F0,39.88,-88.3,39.88,-88.28,0,0,0,0,15K,
ILLINOIS,5392803,2004,April,F0,40.03,-88.1,40.03,-88.1,0,0,0,0,0,0
NEBRASKA,5396169,2004,May,F1,42.13,-97.45,42.1,-97.45,0,0,0,0,,
OKLAHOMA,5392244,2004,April,F0,35.77,-95.72,35.78,-95.68,0,0,0,0,,
OKLAHOMA,5392245,2004,April,F0,36.07,-95.75,36.07,-95.72,0,0,0,0,,
OKLAHOMA,5392246,2004,April,F0,36.07,-95.68,36.1,-95.62,0,0,0,0,25K,
ARKANSAS,5392258,2004,April,F1,35.87,-94.3,35.87,-94.3,0,0,0,0,,
ILLINOIS,5392805,2004,April,F1,41.07,-89.65,41.1,-89.63,0,0,0,0,,
ARKANSAS,5391928,2004,April,F0,34.35,-93.73,34.33,-93.68,0,0,0,0,,
ILLINOIS,5392801,2004,April,F1,39.83,-88.33,39.87,-88.37,0,0,0,0,50K,
TEXAS,5392637,2004,April,F0,33.17,-99.68,33.15,-99.68,0,0,0,0,,
LOUISIANA,5392184,2004,April,F0,32.95,-91.85,32.95,-91.85,0,0,0,0,,
IOWA,5394420,2004,May,F0,41.72,-93.03,41.72,-93.03,0,0,0,0,,
NEW YORK,5393793,2004,April,F0,42.77,-76.48,42.77,-76.48,0,0,0,0,100K,
ARKANSAS,5392012,2004,April,F1,35.15,-93.1,35.13,-93.05,0,0,0,0,,
ARKANSAS,5392013,2004,April,F0,35.57,-93.65,35.37,-93.4,0,0,0,0,,
ARKANSAS,5392014,2004,April,F0,35.6,-92.57,35.6,-92.48,0,0,0,0,,
ARKANSAS,5392089,2004,April,F0,34.67,-91.88,34.7,-91.85,0,0,0,0,,
ARKANSAS,5392090,2004,April,F0,33.37,-92.38,33.43,-92.37,0,0,0,0,,
ARKANSAS,5392091,2004,April,F0,33.43,-92.32,33.47,-92.3,0,0,0,0,,
ARKANSAS,5392092,2004,April,F1,33.48,-92.22,33.53,-92.1,0,0,0,0,,
OKLAHOMA,5392241,2004,April,F1,36.12,-95.35,36.15,-95.23,0,0,0,0,50K,
OKLAHOMA,5392242,2004,April,F0,35.95,-95.57,35.95,-95.55,0,0,0,0,,
TEXAS,5392870,2004,April,F0,29.15,-96.28,29.15,-96.28,0,0,0,0,,
KANSAS,5391562,2004,May,F1,37.22,-98.05,37.22,-98.02,0,0,0,0,220K,
IOWA,5394531,2004,May,F0,41.73,-93.05,41.73,-93.05,0,0,0,0,,
TEXAS,5392745,2004,April,F0,31.83,-99.65,31.83,-99.63,0,0,0,0,,
INDIANA,5392898,2004,April,F0,40.02,-86.52,40.02,-86.52,0,0,0,0,75K,
KANSAS,5391843,2004,May,F0,37.28,-97.67,37.28,-97.67,0,0,0,0,25K,
OKLAHOMA,5391851,2004,April,F0,36.02,-96.15,36.02,-96.15,0,0,0,0,,
OKLAHOMA,5389582,2004,March,F0,35.43,-94.62,35.45,-94.6,0,0,0,0,20K,
INDIANA,5392991,2004,April,F0,40.42,-85.62,40.47,-85.48,0,0,0,0,0,
INDIANA,5392992,2004,April,F0,40.42,-85.83,40.42,-85.83,0,0,0,0,0,
IOWA,5393606,2004,April,F0,42.27,-96.13,42.27,-96.13,0,0,0,0,,
IOWA,5393453,2004,May,F0,40.73,-92.87,40.73,-92.87,0,0,0,0,2K,
KANSAS,5391840,2004,May,F1,37.22,-97.88,37.25,-97.9,0,0,0,0,1.2M,100K
KANSAS,5391842,2004,May,F1,37.25,-97.8,37.33,-97.73,0,0,0,0,250K,150K
TEXAS,5392634,2004,April,F0,33.15,-99.72,33.15,-99.68,0,0,0,0,,
MISSISSIPPI,5392581,2004,April,F0,32.88,-90.42,32.88,-90.42,0,0,0,0,,
INDIANA,5392981,2004,April,F1,40.25,-86.43,40.32,-86.38,0,0,0,0,250K,
KANSAS,5391836,2004,May,F0,37.18,-98.2,37.18,-98.18,0,0,0,0,,
KANSAS,5391837,2004,May,F1,37.22,-98.17,37.3,-98.17,0,0,0,0,50K,50K
TEXAS,5392511,2004,April,F0,32.95,-97.27,32.95,-97.27,0,0,0,0,,
MISSOURI,5391203,2004,April,F0,39.4,-94.58,39.4,-94.58,0,0,0,0,5K,
KANSAS,5391838,2004,May,F2,37.18,-98,37.23,-97.87,0,0,0,0,175K,200K
KANSAS,5391839,2004,May,F0,37.3,-98.05,37.32,-98.05,0,0,0,0,,
ARKANSAS,5392093,2004,April,F1,33.78,-92.45,33.83,-92.43,0,0,0,0,,
ARKANSAS,5392094,2004,April,F0,33.88,-92.5,33.93,-92.47,0,0,0,0,,
TEXAS,5392395,2004,April,F0,34.33,-100.35,34.33,-100.35,0,0,0,0,,
INDIANA,5392993,2004,April,F0,40.88,-85.43,40.95,-85.33,0,0,0,0,0,
NEBRASKA,5391254,2004,April,F0,42.18,-97.5,42.25,-97.47,0,0,0,0,,
MINNESOTA,5392069,2004,April,F0,44.43,-94.83,44.43,-94.83,0,0,0,0,,
TEXAS,5392859,2004,April,F0,32.58,-102.8,32.58,-102.8,0,0,0,0,0,0
TEXAS,5392860,2004,April,F0,31,-103.75,31.02,-103.73,0,0,0,0,0,0
TEXAS,5392869,2004,April,F0,29.08,-96.22,29.08,-96.22,0,0,0,0,,
ARKANSAS,5392009,2004,April,F1,35.28,-93.43,35.23,-93.3,0,0,0,0,,
ARKANSAS,5392010,2004,April,F1,35.23,-93.28,35.22,-93.23,0,0,0,0,,
ARKANSAS,5392011,2004,April,F1,35.17,-93.2,35.17,-93.1,0,0,0,0,,
ARKANSAS,5392015,2004,April,F0,35.43,-92.65,35.47,-92.65,0,0,0,0,,
NEBRASKA,5393422,2004,May,F0,41.88,-99.38,41.88,-99.38,0,0,0,0,,
NEBRASKA,5393423,2004,May,F0,42.45,-98.68,42.45,-98.68,0,0,0,0,,1K
NEBRASKA,5393424,2004,May,F0,42.35,-98.65,42.35,-98.65,0,0,0,0,,
NEBRASKA,5393425,2004,May,F0,42.47,-98.68,42.47,-98.68,0,0,0,0,10K,1K
ARKANSAS,5392088,2004,April,F0,35.52,-92.58,35.55,-92.57,0,0,0,0,,
MISSISSIPPI,5392579,2004,April,F0,32.13,-90.77,32.13,-90.77,0,0,0,0,1K,
IOWA,5391351,2004,May,F0,43.22,-93.72,43.18,-93.65,0,0,0,0,,
KANSAS,5391558,2004,May,F0,37.18,-98.23,37.22,-98.23,0,0,0,0,,
KANSAS,5391559,2004,May,F2,37.22,-98.22,37.25,-98.22,0,0,0,0,140K,
KANSAS,5391560,2004,May,F0,37.23,-98.02,37.25,-97.98,0,0,0,0,,
KANSAS,5391561,2004,May,F2,37.23,-97.98,37.23,-97.95,0,0,0,0,140K,
OKLAHOMA,5391872,2004,April,F1,36.22,-96.43,36.22,-96.42,0,0,0,0,50K,
TEXAS,5392862,2004,April,F0,31.37,-103.55,31.37,-103.55,0,0,0,0,0,0
TEXAS,5392867,2004,April,F0,28.82,-96.62,28.82,-96.62,0,0,0,0,,
NEBRASKA,5393414,2004,May,F0,41.05,-100.48,41.05,-100.48,0,0,0,0,,
ILLINOIS,5390599,2004,April,F3,41.3,-89.18,41.33,-89.02,7,0,8,0,,
KANSAS,5397738,2004,May,F0,40,-97.72,40,-97.72,0,0,0,0,,
TEXAS,5392639,2004,April,F0,33.17,-99.5,33.17,-99.5,0,0,0,0,,
ARKANSAS,5389772,2004,April,F1,33.07,-92.87,33.12,-92.77,0,0,0,0,200K,
TEXAS,5389863,2004,March,F0,31.7,-101.42,31.7,-101.42,0,0,0,0,40K,0
INDIANA,5392989,2004,April,F1,40.73,-85.7,40.77,-85.67,0,0,0,0,75K,
INDIANA,5392990,2004,April,F0,40.83,-85.55,40.87,-85.5,0,0,0,0,25K,
INDIANA,5392988,2004,April,F0,40.6,-85.95,40.6,-85.93,0,0,0,0,0,
TEXAS,5392638,2004,April,F0,33.15,-99.55,33.15,-99.55,0,0,0,0,,
IOWA,5393473,2004,April,F1,43.28,-96.5,43.3,-96.42,0,0,0,0,.05M,
COLORADO,5390175,2004,March,F0,40.33,-104.83,40.33,-104.83,0,0,0,0,0,0
SOUTH DAKOTA,5393469,2004,April,F0,43.35,-97.2,43.35,-97.2,0,0,0,0,,
SOUTH DAKOTA,5393480,2004,April,F0,42.97,-96.77,42.98,-96.7,0,0,0,0,.01M,
MINNESOTA,5393586,2004,April,F1,43.62,-95.98,43.62,-95.97,0,0,0,0,.5M,
OKLAHOMA,5391472,2004,April,F0,34.25,-98.78,34.25,-98.78,0,0,0,0,,
INDIANA,5392897,2004,April,F1,39.93,-86.63,39.95,-86.6,8,0,0,0,1.65M,
IOWA,5393483,2004,April,F0,43.2,-96.48,43.2,-96.48,0,0,0,0,,
TEXAS,5390189,2004,March,F0,33.08,-97.58,33.08,-97.58,0,0,0,0,5K,
TEXAS,5390191,2004,March,F1,32.98,-97.68,32.98,-97.68,0,0,0,0,30K,
KANSAS,5390212,2004,May,F3,37.37,-97.63,37.4,-97.62,1,0,0,0,17.75M,100K
KANSAS,5390213,2004,May,F3,37.37,-97.6,37.37,-97.57,0,0,0,0,1M,
KANSAS,5390218,2004,May,F1,37.4,-97.57,37.4,-97.5,0,0,0,0,450K,
IOWA,5394403,2004,May,F1,41.43,-94.47,41.45,-94.28,0,0,0,0,50K,10K
IOWA,5394405,2004,May,F0,41.5,-94.23,41.5,-94.23,0,0,0,0,,
IOWA,5394416,2004,May,F0,41.88,-93.42,41.87,-93.4,0,0,0,0,2K,2K
IOWA,5394417,2004,May,F0,41.52,-94.15,41.52,-94.15,0,0,0,0,,
TEXAS,5388498,2004,March,F1,33,-98.75,33.17,-98.4,0,0,0,0,500K,
TEXAS,5388499,2004,March,F1,33.13,-98.42,33.17,-98.38,0,0,0,0,,
TEXAS,5388500,2004,March,F0,32.75,-98.92,32.75,-98.92,0,0,0,0,,
TEXAS,5388501,2004,March,F1,32.78,-97.92,32.78,-97.92,0,0,0,0,5K,
TEXAS,5388502,2004,March,F1,33.1,-96.47,33.12,-96.43,2,0,0,0,150K,
NORTH CAROLINA,5389056,2004,April,F0,34.72,-76.7,34.72,-76.7,0,0,0,0,10K,
TEXAS,5388514,2004,March,F2,33.08,-99.62,33.08,-99.62,0,0,0,0,100K,
KANSAS,5388681,2004,March,F0,38.03,-99.32,38.03,-99.32,0,0,0,0,,
TEXAS,5387858,2004,March,F0,32.42,-100.72,32.42,-100.7,1,0,0,0,275K,0
TEXAS,5387859,2004,March,F0,32.25,-100.85,32.28,-100.8,0,0,0,0,125K,0
TEXAS,5388848,2004,March,F1,32.3,-99.62,32.4,-99.58,0,0,0,0,150K,
MISSOURI,5388627,2004,April,F2,36.9,-90.78,37,-90.72,5,0,0,0,600K,
MISSOURI,5388628,2004,April,F1,37.13,-90.6,37.18,-90.57,0,0,0,0,100K,
KANSAS,5388677,2004,March,F1,38.17,-99.35,38.17,-99.35,0,0,0,0,,
TEXAS,5388515,2004,March,F1,32.4,-100.33,32.43,-100.3,0,0,0,0,100K,
WASHINGTON,5388516,2004,April,F0,49,-122.22,49,-122.22,0,0,0,0,10K,
LOUISIANA,5389226,2004,April,F1,32.82,-93.12,32.9,-93,0,0,0,0,30K,
TEXAS,5390823,2004,April,F0,33.98,-98.23,34,-98.22,0,0,0,0,,
TEXAS,5388505,2004,March,F0,33.25,-97.37,33.25,-97.37,0,0,0,0,,
MISSISSIPPI,5386908,2004,March,F0,33.18,-89.83,33.18,-89.83,0,0,0,0,5K,
OREGON,5389523,2004,April,F0,42.15,-121.73,42.15,-121.73,0,0,0,0,0K,0K
