STATE,EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
NORTH DAKOTA,5665589,1998,July,F0,46.03,-100.07,46.03,-100.07,0,0,0,0,,
WISCONSIN,5641194,1998,May,F0,44.77,-89.78,44.77,-89.77,0,0,0,0,15K,
MICHIGAN,5657502,1998,June,F1,42.38,-84.38,42.35,-84.13,0,0,0,0,500K,
ILLINOIS,5636730,1998,April,F0,38.27,-90.07,38.3,-90,0,0,0,0,10K,
ILLINOIS,5636731,1998,April,F0,38.32,-89.98,38.38,-89.8,0,0,0,0,,
OKLAHOMA,5644986,1998,May,F0,35.65,-95.57,35.65,-95.57,0,0,0,0,,
WISCONSIN,5665491,1998,August,F0,44.2,-88.45,44.2,-88.45,0,0,0,0,,
INDIANA,5655575,1998,June,F3,40.4,-86.07,40.57,-85.87,8,0,0,0,5M,
INDIANA,5655576,1998,June,F1,40.28,-85.83,40.37,-85.6,0,0,0,0,1M,
NEBRASKA,5644586,1998,May,F2,40.67,-97.57,40.68,-97.57,0,0,0,0,750K,150K
KANSAS,5657774,1998,August,F0,37.55,-98.12,37.55,-98.12,0,0,0,0,,
TEXAS,5641137,1998,May,F0,31.38,-100.97,31.38,-100.97,0,0,0,0,,
TEXAS,5641138,1998,May,F0,31.37,-100.93,31.37,-100.93,0,0,0,0,,
FLORIDA,5641028,1998,March,F1,25.9,-80.28,25.88,-80.18,0,0,0,0,1M,
FLORIDA,5641030,1998,March,F1,25.98,-80.15,25.98,-80.15,0,0,0,0,500K,
NORTH CAROLINA,5664615,1998,September,F1,35.12,-75.98,35.12,-75.98,0,0,0,0,200K,
FLORIDA,5649352,1998,March,F1,27.55,-81.57,27.6,-81.43,0,0,0,0,437K,0
FLORIDA,5649176,1998,March,F0,27.63,-81.98,27.63,-81.98,0,0,0,0,0,0
WEST VIRGINIA,5658560,1998,June,F0,38.75,-79.33,38.75,-79.33,0,0,0,0,8K,
UTAH,5665287,1998,June,F0,41.07,-111.97,41.07,-111.97,0,0,0,0,30K,1K
NEBRASKA,5641527,1998,May,F0,41.93,-103.93,41.93,-103.9,0,0,0,0,0,0
ILLINOIS,5659065,1998,June,F0,37.52,-88.8,37.52,-88.78,0,0,0,0,5K,
IOWA,5657399,1998,August,F0,43.28,-94.22,43.28,-94.22,0,0,0,0,,
IDAHO,5668929,1998,July,F0,43.05,-116.38,43.05,-116.38,1,0,0,0,30K,
ARKANSAS,5644999,1998,May,F0,35.68,-94.08,35.68,-94.08,0,0,0,0,,
WYOMING,5660494,1998,August,F0,41.2,-104.37,41.22,-104.32,0,0,0,0,0,0
NEBRASKA,5641609,1998,May,F2,41.93,-103.97,41.97,-103.92,0,0,0,0,15K,2K
NEBRASKA,5641610,1998,May,F1,41.97,-103.8,41.97,-103.8,0,0,0,0,4K,0
NEBRASKA,5641611,1998,May,F0,41.92,-103.8,41.92,-103.77,0,0,0,0,0,0
SOUTH DAKOTA,5653174,1998,June,F0,44.25,-103.25,44.25,-103.25,0,0,0,0,,
ILLINOIS,5636727,1998,April,F0,38.2,-90.08,38.2,-90.08,0,0,0,0,,
MISSOURI,5636723,1998,April,F1,40.38,-91.6,40.38,-91.58,0,0,0,0,50K,
MISSOURI,5636724,1998,April,F1,37.97,-90.33,37.97,-90.33,0,0,0,0,60K,
KENTUCKY,5640149,1998,May,F0,38.5,-83.07,38.47,-83.03,0,0,0,0,15K,
ALABAMA,5637200,1998,April,F5,33.42,-87.35,33.43,-87.2,1,0,0,0,30K,.6M
FLORIDA,5641397,1998,May,F0,25.53,-80.5,25.53,-80.5,0,0,0,0,,
NEVADA,5653876,1998,June,F0,41.12,-114.98,41.12,-114.98,0,0,0,0,,
TEXAS,5641151,1998,May,F0,31.8,-100.6,31.8,-100.6,0,0,0,0,,
NEW YORK,5658835,1998,June,F1,40.83,-73.12,40.83,-73.12,0,0,0,0,,
NEW YORK,5658836,1998,June,F0,40.85,-73.03,40.85,-73.03,0,0,0,0,,
SOUTH CAROLINA,5639368,1998,May,F3,33.67,-82.07,33.65,-81.85,9,0,1,0,1M,
INDIANA,5643905,1998,April,F2,38.48,-87.15,38.5,-87.1,0,0,0,0,.5M,
SOUTH CAROLINA,5664132,1998,September,F1,32.63,-80.57,32.67,-80.55,0,0,0,0,,
ARKANSAS,5655603,1998,June,F1,34.35,-94.45,34.52,-94.18,0,0,0,0,,
OHIO,5659175,1998,June,F0,38.8,-82.22,38.8,-82.2,0,0,0,0,50K,
SOUTH DAKOTA,5653176,1998,June,F0,44.28,-103.18,44.28,-103.18,0,0,0,0,1K,
SOUTH DAKOTA,5653177,1998,June,F0,44.23,-103.1,44.23,-103.1,0,0,0,0,,
SOUTH DAKOTA,5653178,1998,June,F0,43.2,-100.62,43.2,-100.62,0,0,0,0,,
TEXAS,5637066,1998,April,F0,33.12,-99.75,33.12,-99.75,0,0,0,0,,
MISSOURI,5636722,1998,April,F0,39,-91.37,39,-91.37,0,0,0,0,,
OKLAHOMA,5644983,1998,May,F1,35.1,-94.75,35.1,-94.75,2,0,0,0,100K,
ALABAMA,5637197,1998,April,F2,33.62,-86.48,33.63,-86.25,12,0,2,0,2M,5K
MINNESOTA,5655142,1998,June,F0,44.73,-95.1,44.73,-95.1,0,0,0,0,,
IOWA,5644063,1998,May,F0,42.08,-95.92,42.08,-95.92,0,0,0,0,,
NORTH CAROLINA,5638948,1998,March,F0,34.62,-78.98,34.62,-78.98,0,0,0,0,10K,
SOUTH CAROLINA,5638949,1998,March,F0,34.28,-79.27,34.28,-79.27,0,0,0,0,,
NORTH CAROLINA,5638950,1998,March,F1,34.58,-78.97,34.57,-78.93,3,0,0,0,100K,
SOUTH CAROLINA,5638952,1998,March,F0,34.08,-79.2,34.08,-79.2,0,0,0,0,25K,
ALABAMA,5637198,1998,April,F3,33.28,-87.9,33.27,-87.85,0,0,0,0,15K,0K
ALABAMA,5637199,1998,April,F3,33.3,-87.85,33.33,-87.58,1,0,0,0,.8M,0K
ALABAMA,5637597,1998,April,F0,33.83,-87.45,33.85,-87.42,0,0,0,0,10K,10K
ALABAMA,5637598,1998,April,F0,33.87,-87.3,33.88,-87.23,0,0,0,0,30K,20K
KANSAS,5657766,1998,August,F0,37.68,-97.85,37.68,-97.85,0,0,0,0,,
ARKANSAS,5641110,1998,April,F0,34.73,-92.1,34.73,-92.08,0,0,0,0,,
PENNSYLVANIA,5657099,1998,June,F1,41.67,-76.28,41.67,-76.22,0,0,0,0,400K,
INDIANA,5642527,1998,May,F0,41.22,-86.58,41.22,-86.58,0,0,0,0,0,0
NORTH DAKOTA,5666450,1998,July,F0,47.97,-101.85,47.97,-101.85,0,0,0,0,,
NORTH DAKOTA,5666451,1998,July,F0,47.88,-101.5,47.88,-101.5,0,0,0,0,,
SOUTH DAKOTA,5661922,1998,June,F0,43.93,-97.65,43.93,-97.65,0,0,0,0,,
NEBRASKA,5661260,1998,July,F0,42.63,-103.28,42.63,-103.28,0,0,0,0,0,0
ARIZONA,5664464,1998,August,F0,34.38,-112.55,34.38,-112.55,0,0,0,0,4K,0
NORTH CAROLINA,5638509,1998,March,F0,35.18,-80.67,35.18,-80.67,0,0,0,0,,
TENNESSEE,5641117,1998,April,F5,35.25,-87.58,35.43,-87.2,21,0,0,0,4M,
TENNESSEE,5641118,1998,April,F4,35.42,-87.22,35.45,-87.1,1,0,0,0,1M,
ILLINOIS,5644502,1998,May,F0,38.53,-87.75,38.53,-87.75,0,0,0,0,20K,
COLORADO,5662489,1998,July,F0,40.6,-104.9,40.6,-104.9,0,0,0,0,0,0
TENNESSEE,5641022,1998,April,F2,36.43,-85.83,36.43,-85.85,0,0,0,0,5K,
TENNESSEE,5641023,1998,April,F0,36.13,-87,36.15,-87,0,0,0,0,,
TENNESSEE,5641024,1998,April,F3,36.07,-86.92,36.22,-86.72,60,0,1,0,100M,
KANSAS,5649374,1998,June,F0,38.37,-96.63,38.37,-96.63,0,0,0,0,,
ALABAMA,5645118,1998,May,F0,31.18,-85.23,31.18,-85.23,0,0,0,0,,
SOUTH DAKOTA,5645426,1998,May,F4,43.75,-97.62,43.7,-97.43,150,0,6,0,17M,.4M
SOUTH DAKOTA,5645427,1998,May,F1,43.63,-97.75,43.62,-97.73,0,0,0,0,.02M,.01M
SOUTH DAKOTA,5645428,1998,May,F1,43.87,-97.43,43.83,-97.4,0,0,0,0,.02M,.01M
ALABAMA,5646616,1998,May,F0,33.3,-87.85,33.3,-87.8,0,0,0,0,15K,5K
ALABAMA,5668231,1998,September,F0,31.63,-86.17,31.63,-86.15,0,0,0,0,25K,5K
COLORADO,5663360,1998,July,F0,39.68,-104.05,39.68,-104.05,0,0,0,0,0,0
IOWA,5662151,1998,April,F0,40.62,-91.42,40.62,-91.42,0,0,0,0,0,
ILLINOIS,5662162,1998,April,F0,40.98,-90.6,40.98,-90.6,0,0,0,0,.2K,
FLORIDA,5663849,1998,September,F2,30.3,-83.1,30.35,-83.1,5,0,0,0,600K,
PENNSYLVANIA,5650326,1998,May,F0,40.92,-77.77,40.92,-77.77,0,0,0,0,,
ILLINOIS,5650726,1998,May,F0,39.98,-88.25,39.98,-88.25,0,0,0,0,0,0
NORTH DAKOTA,5649430,1998,June,F0,46.1,-97.78,46.1,-97.78,0,0,0,0,,
LOUISIANA,5667891,1998,September,F0,30.1,-91.97,30.1,-91.97,0,0,0,0,100K,
TEXAS,5643308,1998,April,F0,34.38,-102.03,34.38,-102.03,0,0,0,0,5K,0
TEXAS,5643310,1998,April,F2,34.1,-101.83,34.1,-101.83,0,0,0,0,100K,25K
ILLINOIS,5650729,1998,May,F0,39.12,-88.63,39.12,-88.63,0,0,0,0,0,0
ILLINOIS,5649688,1998,May,F0,40.28,-89.23,40.28,-89.23,0,0,0,0,1K,0
OKLAHOMA,5644022,1998,June,F0,35.15,-95.45,35.15,-95.45,0,0,0,0,,
NORTH CAROLINA,5642735,1998,March,F2,35.45,-77.9,35.47,-77.88,0,0,0,0,100K,
OHIO,5678159,1998,June,F0,40.93,-84.57,40.92,-84.53,0,0,0,0,4K,
ALABAMA,5668230,1998,September,F0,32.57,-86.18,32.6,-86.22,0,0,0,0,18K,0K
TEXAS,5669529,1998,August,F0,29.5,-95.1,29.5,-95.1,0,0,0,0,20K,
GEORGIA,5638673,1998,April,F1,31.93,-81.38,31.93,-81.32,0,0,0,0,,
MISSOURI,5636437,1998,April,F1,38.92,-91.92,38.92,-91.92,0,0,0,0,50K,
TENNESSEE,5641021,1998,April,F0,35.88,-87.82,35.87,-87.8,0,0,0,0,,
ALABAMA,5637496,1998,April,F1,33.93,-86.95,33.98,-86.87,0,0,0,0,55K,5K
INDIANA,5643676,1998,May,F0,40.93,-85.48,40.93,-85.48,0,0,0,0,,
INDIANA,5643673,1998,May,F0,41,-84.83,41,-84.83,0,0,0,0,,
GEORGIA,5639756,1998,April,F2,33.93,-84.23,34.02,-83.98,10,0,0,0,50M,
OKLAHOMA,5667973,1998,June,F2,35.55,-97.55,35.55,-97.53,4,0,0,0,150K,
KENTUCKY,5651462,1998,June,F0,37.28,-84.43,37.28,-84.43,0,0,0,0,0,0
IOWA,5662154,1998,April,F0,40.57,-91.5,40.57,-91.5,0,0,0,0,.5K,
SOUTH DAKOTA,5645422,1998,May,F0,44.37,-97.47,44.37,-97.47,0,0,0,0,,
SOUTH DAKOTA,5645423,1998,May,F1,43.77,-97.87,43.75,-97.85,0,0,0,0,.05M,
WISCONSIN,5649745,1998,June,F0,44.05,-89.57,44.05,-89.57,0,0,0,0,,
KANSAS,5643864,1998,May,F0,37,-98.12,37,-98.12,0,0,0,0,25K,
KANSAS,5643871,1998,May,F0,37.3,-97.12,37.3,-97.12,0,0,0,0,,
KANSAS,5643872,1998,May,F0,37.25,-97.1,37.25,-97.02,0,0,0,0,,
MISSISSIPPI,5642431,1998,April,F0,34.65,-89.45,34.65,-89.45,0,0,0,0,1K,
CONNECTICUT,5645157,1998,May,F1,41.6,-73.33,41.6,-73.33,0,0,0,0,4K,
MICHIGAN,5649423,1998,June,F0,43.57,-83.22,43.57,-83.22,0,0,0,0,5K,
KANSAS,5649375,1998,June,F0,37.33,-97.23,37.33,-97.23,0,0,0,0,50K,
MINNESOTA,5663714,1998,July,F0,47.38,-95.9,47.38,-95.9,0,0,0,0,30K,
IOWA,5645280,1998,May,F0,43.13,-96.4,43.13,-96.4,0,0,0,0,.03M,
IOWA,5645281,1998,May,F0,42.97,-96.38,42.97,-96.38,0,0,0,0,,
IOWA,5645282,1998,May,F0,43.08,-96.28,43.08,-96.28,0,0,0,0,,
IOWA,5645284,1998,May,F0,42.85,-94.97,42.85,-94.97,0,0,0,0,,
IOWA,5645285,1998,May,F0,42.78,-95.02,42.78,-94.98,0,0,0,0,,
TEXAS,5670620,1998,October,F0,34.2,-101.7,34.2,-101.7,0,0,0,0,10K,0
SOUTH CAROLINA,5664052,1998,September,F2,32.35,-80.43,32.43,-80.47,4,0,1,0,360K,
KANSAS,5649204,1998,June,F0,38.12,-97.67,38.12,-97.67,0,0,0,0,150K,
KANSAS,5649205,1998,June,F0,38.12,-97.47,38.1,-97.43,0,0,0,0,,
KANSAS,5649208,1998,June,F0,37.3,-97.12,37.3,-97.12,0,0,0,0,500K,
ALABAMA,5646615,1998,May,F0,33.3,-87.9,33.28,-87.85,0,0,0,0,25K,5K
GEORGIA,5635033,1998,February,F0,31.13,-81.4,31.15,-81.38,0,0,0,0,500K,
IOWA,5652508,1998,June,F0,42.48,-94.8,42.48,-94.8,0,0,0,0,,.5K
GEORGIA,5664049,1998,September,F2,32.75,-81.65,32.82,-81.6,7,0,0,0,435K,
KANSAS,5652433,1998,June,F0,39.12,-95.42,39.12,-95.42,0,0,0,0,,
COLORADO,5652438,1998,June,F1,37.3,-103.52,37.33,-103.48,0,0,0,0,30K,
FLORIDA,5634213,1998,February,F2,25.8,-80.28,25.93,-80.27,6,0,0,0,175M,
IOWA,5652972,1998,July,F0,41.78,-93,41.78,-93,0,0,0,0,,.5K
FLORIDA,5634111,1998,February,F1,26.97,-81.13,26.97,-81.13,0,0,0,0,100K,
NEW YORK,5650818,1998,May,F3,42.07,-75.43,42.08,-75,0,0,0,0,1M,
GEORGIA,5646302,1998,May,F0,34.17,-82.87,34.17,-82.87,0,0,0,0,,5K
MICHIGAN,5645863,1998,May,F0,44.82,-84.7,44.82,-84.7,0,0,0,0,,
WISCONSIN,5646412,1998,May,F0,46.03,-91.03,46.03,-91.03,0,0,0,0,,
WISCONSIN,5646415,1998,May,F0,46.08,-91.1,46.08,-91.1,0,0,0,0,,
MICHIGAN,5647158,1998,May,F0,43.07,-83.9,43.07,-83.9,0,0,0,0,10K,
GEORGIA,5635025,1998,February,F0,31.03,-81.78,31.03,-81.78,1,0,0,0,35K,
NEBRASKA,5645295,1998,May,F0,42.65,-97,42.55,-96.87,0,0,0,0,,
FLORIDA,5664627,1998,August,F0,26.68,-80.35,26.68,-80.35,0,0,0,0,,
SOUTH CAROLINA,5664053,1998,September,F1,32.48,-80.42,32.52,-80.45,0,0,0,0,,
TEXAS,5635381,1998,February,F1,32.68,-94.58,32.7,-94.53,0,0,0,0,,
INDIANA,5647357,1998,June,F1,40.38,-85.62,40.38,-85.62,0,0,0,0,1M,
NORTH DAKOTA,5645987,1998,June,F0,46.65,-99.55,46.65,-99.55,0,0,0,0,,
NORTH CAROLINA,5647127,1998,May,F1,34.23,-77.93,34.23,-77.93,1,0,0,0,50K,
NEW YORK,5650745,1998,May,F0,42.53,-74.97,42.53,-74.88,0,0,0,0,75K,
ILLINOIS,5650815,1998,May,F0,40.45,-90.1,40.45,-90.1,0,0,0,0,4K,0
NEW YORK,5650816,1998,May,F3,42.53,-75.1,42.58,-74.93,3,0,0,0,800K,
OKLAHOMA,5667817,1998,October,F0,36.63,-95.62,36.65,-95.47,0,0,0,0,50K,
LOUISIANA,5669991,1998,October,F0,31.05,-93.2,31.05,-93.2,0,0,0,0,10K,
KANSAS,5649287,1998,June,F0,38.12,-97.73,38.12,-97.73,0,0,0,0,,
ARKANSAS,5634674,1998,March,F1,36.4,-94.45,36.42,-94.43,0,0,0,0,100K,
TEXAS,5636055,1998,February,F1,29.72,-95.05,29.72,-95.05,0,0,0,0,.25M,
NORTH CAROLINA,5646446,1998,May,F1,35.85,-81.35,35.85,-81.18,0,0,0,0,450K,
SOUTH CAROLINA,5656009,1998,June,F0,33.92,-79.82,33.92,-79.68,0,0,0,0,80K,
NORTH CAROLINA,5656018,1998,June,F1,34.23,-77.93,34.23,-77.93,0,0,0,0,150K,
MISSOURI,5662195,1998,July,F0,36.18,-89.65,36.18,-89.65,0,0,0,0,0K,
TEXAS,5634196,1998,February,F1,29.5,-95.1,29.5,-95.1,4,0,0,0,100K,
INDIANA,5647349,1998,June,F2,41.1,-86.67,41.15,-86.5,1,0,0,0,1M,100K
OHIO,5656068,1998,June,F2,41.52,-82.95,41.52,-82.95,13,0,0,0,20M,5M
OKLAHOMA,5675213,1998,October,F0,35.92,-97.25,35.92,-97.25,0,0,0,0,0K,
NORTH DAKOTA,5645881,1998,June,F0,46.93,-100.57,46.95,-100.55,0,0,0,0,0,0
KANSAS,5653912,1998,June,F2,39.9,-95.78,39.9,-95.78,0,0,0,0,3.5M,
KANSAS,5653914,1998,June,F0,39.9,-95.53,39.9,-95.53,0,0,0,0,,
SOUTH DAKOTA,5653916,1998,June,F0,44.88,-98.97,44.88,-98.97,0,0,0,0,,
ILLINOIS,5654401,1998,June,F0,42.43,-89.33,42.43,-89.33,0,0,0,0,,
ILLINOIS,5655241,1998,June,F1,40.68,-90.37,40.67,-90.28,0,0,0,0,15K,50K
OKLAHOMA,5644021,1998,June,F0,35.12,-95.33,35.1,-95.28,0,0,0,0,,
INDIANA,5647358,1998,June,F1,40.47,-85.87,40.47,-85.87,0,0,0,0,500K,
SOUTH CAROLINA,5646824,1998,May,F1,34.28,-82.3,34.27,-82.23,0,0,0,0,75K,
SOUTH CAROLINA,5646822,1998,May,F0,34.37,-82.4,34.3,-82.37,0,0,0,0,30K,
CALIFORNIA,5639269,1998,February,F0,37.07,-120.77,37.07,-120.77,0,0,0,0,,
IDAHO,5648400,1998,June,F0,42.53,-113.78,42.53,-113.78,0,0,0,0,4K,
NORTH DAKOTA,5645978,1998,June,F0,46.2,-98.47,46.2,-98.47,0,0,0,0,,
NEBRASKA,5663522,1998,July,F0,42.48,-97.6,42.48,-97.57,0,0,0,0,,
IOWA,5663523,1998,July,F0,41.95,-96.07,41.95,-96.07,0,0,0,0,,
ILLINOIS,5648768,1998,June,F0,38.97,-89.73,38.97,-89.72,0,0,0,0,,
UTAH,5665271,1998,May,F0,41.17,-112.02,41.17,-112.02,0,0,0,0,18K,2K
IOWA,5653111,1998,June,F0,43.38,-92.15,43.38,-92.15,0,0,0,0,,1.5K
KANSAS,5649198,1998,June,F0,37.33,-97.23,37.33,-97.23,0,0,0,0,,
PENNSYLVANIA,5649557,1998,May,F3,41.3,-75.1,41.23,-74.87,2,0,0,0,1M,
PENNSYLVANIA,5669640,1998,June,F0,40.67,-79.67,40.67,-79.67,0,0,0,0,10K,30K
UTAH,5663822,1998,July,F0,37.62,-113.48,37.62,-113.48,0,0,0,0,0K,0K
OKLAHOMA,5644020,1998,June,F1,35.1,-95.33,35.08,-95.33,0,0,0,0,30K,
CALIFORNIA,5645838,1998,May,F1,37.38,-122.12,37.38,-122.12,1,0,0,0,300K,
WYOMING,5661254,1998,July,F0,41.25,-104.07,41.25,-104.02,0,0,0,0,0,0
NEBRASKA,5661255,1998,July,F0,41.23,-103.9,41.23,-103.9,0,0,0,0,0,0
IOWA,5646945,1998,May,F0,42.07,-95.08,42.07,-95.02,0,0,0,0,,.1K
PENNSYLVANIA,5650500,1998,May,F1,41.32,-78.1,41.32,-78.1,0,0,0,0,,
TEXAS,5634281,1998,February,F0,29.18,-94.97,29.18,-94.97,0,0,0,0,,
CONNECTICUT,5658859,1998,June,F1,41.3,-72.32,41.3,-72.32,0,0,0,0,,
ILLINOIS,5650736,1998,May,F0,40.28,-90.43,40.28,-90.43,0,0,0,0,0,0
PENNSYLVANIA,5650501,1998,May,F1,41.25,-77.92,41.25,-77.92,0,0,0,0,,
NEW YORK,5650663,1998,May,F0,42.62,-75.53,42.62,-75.53,0,0,0,0,135K,
OHIO,5661760,1998,July,F0,41.05,-82.73,41.05,-82.73,0,0,0,0,100K,
COLORADO,5662488,1998,July,F0,40.67,-104.77,40.67,-104.77,0,0,0,0,0,0
MISSISSIPPI,5651356,1998,June,F0,32.83,-90.27,32.83,-90.27,0,0,0,0,,
LOUISIANA,5669990,1998,October,F0,30.12,-93.2,30.12,-93.2,0,0,0,0,50K,
ILLINOIS,5641650,1998,April,F0,40.43,-88.75,40.47,-88.73,0,0,0,0,35K,0
KANSAS,5654235,1998,June,F1,39.83,-96.52,39.87,-96.42,0,0,0,0,810K,
FLORIDA,5666620,1998,July,F0,27.83,-82.73,27.83,-82.73,0,0,0,0,0,0
LOUISIANA,5677366,1998,November,F0,30.13,-92.48,30.13,-92.48,0,0,0,0,50K,
LOUISIANA,5677367,1998,November,F0,29.95,-91.88,29.95,-91.88,0,0,0,0,20K,
FLORIDA,5664854,1998,August,F0,26.13,-81.8,26.13,-81.8,0,0,0,0,,
ALABAMA,5637588,1998,April,F1,33.58,-85.98,33.62,-85.93,0,0,0,0,75K,20K
OKLAHOMA,5667972,1998,June,F1,35.48,-97.53,35.48,-97.53,0,0,0,0,200K,
KANSAS,5649646,1998,June,F0,39.65,-99.17,39.65,-99.17,0,0,0,0,0,0
KANSAS,5653901,1998,June,F1,39.97,-96.12,39.97,-96.03,0,0,0,0,,
KANSAS,5653902,1998,June,F0,39.97,-96.02,39.97,-96.02,0,0,0,0,,
NEBRASKA,5652365,1998,June,F1,41.7,-96.77,41.7,-96.72,0,0,0,0,500K,
NEBRASKA,5652366,1998,June,F0,40.03,-97.02,40.03,-97.02,0,0,0,0,,
NEBRASKA,5652367,1998,June,F0,40,-96.8,40,-96.8,0,0,0,0,,
NEBRASKA,5652361,1998,June,F2,41.48,-97.3,41.55,-97.22,17,0,0,0,4M,500K
NEBRASKA,5649140,1998,June,F0,40.58,-100.82,40.58,-100.82,0,0,0,0,,
IDAHO,5663799,1998,June,F0,42.32,-111.3,42.32,-111.3,0,0,0,0,20K,10K
IOWA,5645811,1998,May,F0,41.52,-93.52,41.52,-93.52,0,0,0,0,,.5K
WISCONSIN,5665507,1998,August,F3,45.02,-87.33,45,-87.22,2,0,0,0,4.74M,1.77M
ILLINOIS,5655240,1998,June,F1,40.88,-90.07,40.88,-90,1,0,0,0,2M,
COLORADO,5662484,1998,July,F1,39.6,-104.38,39.6,-104.38,0,0,0,0,10K,
ALABAMA,5637897,1998,April,F1,34.38,-85.98,34.4,-85.97,0,0,0,0,95K,20K
ALABAMA,5637899,1998,April,F0,34.15,-85.68,34.15,-85.67,0,0,0,0,25K,0K
COLORADO,5662680,1998,July,F0,40.95,-104.93,40.95,-104.93,0,0,0,0,0,0
MONTANA,5663078,1998,July,F1,47.57,-111.55,47.57,-111.55,0,0,0,0,28K,
KANSAS,5652913,1998,June,F0,38.98,-97.72,38.98,-97.72,0,0,0,0,,
KANSAS,5652914,1998,June,F0,38.97,-97.45,38.97,-97.45,0,0,0,0,,
INDIANA,5655573,1998,June,F0,40.17,-84.95,40.2,-84.83,0,0,0,0,10K,
FLORIDA,5664059,1998,August,F0,28.02,-82.12,28.02,-82.12,0,0,0,0,250K,0
VIRGINIA,5649903,1998,April,F0,36.82,-76.27,36.82,-76.27,0,0,0,0,25K,
COLORADO,5662479,1998,July,F0,40.45,-104.35,40.45,-104.35,0,0,0,0,0,0
OKLAHOMA,5644017,1998,June,F0,35.1,-95.73,35.12,-95.7,0,0,0,0,,
MISSISSIPPI,5650912,1998,June,F1,31.22,-89.2,31.22,-89.2,0,0,0,0,20K,
FLORIDA,5638039,1998,March,F1,26.13,-81.8,26.15,-81.77,1,0,0,0,800K,
UTAH,5663980,1998,September,F0,40.73,-111.68,40.73,-111.68,0,0,0,0,2K,1K
INDIANA,5642251,1998,April,F1,39.97,-86.98,39.98,-86.97,0,0,0,0,30K,
SOUTH CAROLINA,5661158,1998,September,F0,33.27,-80.42,33.28,-80.42,0,0,0,0,0,0
KANSAS,5636796,1998,May,F0,39.73,-101.37,39.73,-101.37,0,0,0,0,,
NORTH DAKOTA,5663629,1998,July,F1,46.47,-97.62,46.47,-97.62,0,0,0,0,250K,
NORTH CAROLINA,5636178,1998,May,F0,35,-77.65,35,-77.65,0,0,0,0,,
GEORGIA,5639178,1998,May,F1,33.78,-82.52,33.78,-82.5,0,0,0,0,50K,
ALABAMA,5637488,1998,April,F1,34,-86.27,34.02,-86.12,0,0,0,0,70K,40K
MISSOURI,5643832,1998,April,F0,37.75,-89.72,37.75,-89.72,0,0,0,0,0,
ILLINOIS,5643833,1998,April,F0,38.2,-89.58,38.2,-89.58,0,0,0,0,,
OHIO,5663969,1998,August,F0,40.58,-83.13,40.58,-83.13,0,0,0,0,300K,
ILLINOIS,5643834,1998,April,F2,38.42,-89.08,38.47,-89.02,1,0,0,0,.4M,
MISSOURI,5643835,1998,April,F0,37.5,-89.65,37.5,-89.65,0,0,0,0,10K,
SOUTH DAKOTA,5661994,1998,July,F0,45.5,-97.33,45.47,-97.25,0,0,0,0,,
MINNESOTA,5663656,1998,July,F0,47.6,-96.18,47.6,-96.18,0,0,0,0,,
INDIANA,5643674,1998,May,F0,41.07,-85.02,41.07,-85.02,0,0,0,0,,
INDIANA,5643675,1998,May,F0,40.97,-84.87,40.97,-84.87,0,0,0,0,,
CALIFORNIA,5640760,1998,May,F0,35.28,-120.67,35.28,-120.67,0,0,0,0,,
FLORIDA,5664716,1998,August,F0,25.77,-80.27,25.77,-80.27,0,0,0,0,,
FLORIDA,5664717,1998,August,F0,25.77,-80.27,25.77,-80.27,0,0,0,0,,
PENNSYLVANIA,5661474,1998,July,F1,41.67,-80.43,41.67,-80.43,0,0,0,0,75K,
KANSAS,5636786,1998,May,F0,39.53,-101.47,39.53,-101.47,0,0,0,0,,
ILLINOIS,5636729,1998,April,F0,38.2,-89.58,38.2,-89.58,0,0,0,0,,
ALABAMA,5642574,1998,April,F1,31.35,-86.47,31.35,-86.47,0,0,0,0,30K,
NORTH CAROLINA,5642874,1998,March,F2,36.32,-78.73,36.32,-78.73,0,0,0,0,100K,
NORTH CAROLINA,5642875,1998,March,F0,35.63,-78.85,35.63,-78.85,0,0,0,0,,
ALABAMA,5637490,1998,April,F1,34.05,-86.07,34.08,-86.03,0,0,0,0,30K,30K
NORTH CAROLINA,5642878,1998,March,F1,36.1,-78.13,36.1,-78.13,0,0,0,0,50K,
ALABAMA,5646496,1998,May,F0,33.28,-88.12,33.28,-88.1,0,0,0,0,50K,10K
ILLINOIS,5647766,1998,June,F1,38.8,-89.53,38.8,-89.48,0,0,0,0,,
INDIANA,5642245,1998,April,F0,39.82,-87.52,39.82,-87.52,0,0,0,0,25K,
FLORIDA,5647820,1998,March,F0,27.5,-81.78,27.5,-81.78,0,0,0,0,0,0
NORTH CAROLINA,5642877,1998,March,F0,35.8,-78.67,35.8,-78.67,0,0,0,0,15K,
GEORGIA,5636645,1998,May,F0,32.03,-81.08,31.97,-81.08,0,0,0,0,,
SOUTH CAROLINA,5636646,1998,May,F1,33.38,-79.93,33.38,-79.93,0,0,0,0,,
NORTH CAROLINA,5638953,1998,March,F0,34.27,-78.92,34.28,-78.92,0,0,0,0,20K,
